Moleculas,Structure of Smiles [idcode],Smiles,Compound,Link,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,LE from Moleculas,LLE from Moleculas,LELP from Moleculas,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Nasty Functions,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Carbon Fraction,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,Stereo Configuration,Globularity SVD,Globularity Vol,VDW-Surface,VDW-Volume
117,ehRPB@@@DG@\bfbbTbRbNfbQdrtfdLBRzFNnZjjjjejjjjjjxpQBXTdZPrn`@,C[C@@](CCC1=C2CC[C@H](C3(C)C)[C@]1(C)CC[C@H]3O)([C@H](CC1)[C@H](CCC=C(C)C)C(O)=O)[C@]12O,Fomitopsina Alanostanoids,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out117.smi.png,458.68,458.68,45.833.961,5.9904,-5.301,4,3,346.73,15.095,77.76,-23.689,28.817,94.142,20.788,none,none,none,none,,48.485,31.727,,1,33,4,0,4,7,5,4,0,82.759,27,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,44.272,72.545,479.06,609.03
118,efYPJ@@@FcgolbbdRebTJTfbfvbbbZfg@ae`TQWSUUUSUUUUSMSUU\DPQ^RIIHiCP@,CC(C)C(CC[C@@H]([C@@H](C[C@H]1OC(C)=O)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)C2=O)C(O)=O)=C,lanostanoids 1 (58),https://lmwdatabase.s3.eu-north-1.amazonaws.com/out118.smi.png,526.755,526.755,526.365.825,7.2065,-6.317,5,1,400.83,15.523,80.67,-78.542,25.012,-27.838,28.812,none,none,none,none,,42.105,33.513,,1,38,5,0,5,7,8,4,0,78.788,28,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,43.461,70.927,537.53,699.68
119,edZPL@@@DHlbfbbTbRbrbcbQdrtda`QTrswsUUUUULuUUUUUqaBDpiHXadm@@,CC(C)C(CC[C@H]([C@@H](C[C@H]1O)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@]2(C)[C@@H]1C(C)(C)CCC2)C(O)=O)=C,lanostanoids 2,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out119.smi.png,470.735,470.735,470.375.995,7.4303,-6.255,3,2,363.18,10.805,57.53,-89.189,2.794,-50.585,26.594,none,none,none,none,,44.118,35.085,,1,34,3,0,3,7,6,4,0,83.871,28,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,36.597,73.043,495.45,647.12
120,ejQPB@@@DH\\bfbbTbRbLTlRLfVdqTdLBrFfn^ZjjjjfZjjjjfjnLHPfEINeMGh@@,CC(C)C(CC[C@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(C)=O)C(O)=O)=C,lanostanoids 3,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out120.smi.png,512.772,512.772,51.238.656,7.9149,-6.665,4,1,396.84,12.393,63.6,-67.819,25.661,-99.408,30.844,none,none,low,none,,48.649,33.783,,1,37,4,0,4,7,8,4,0,81.818,29,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,43.482,70.339,535.36,686.88
121,ehRPD@@@DLbfbbTbRbLTlRLfVddLBrFfn^ZjjjjfZjjjjjXpQBXTdzTt@@,CC(C)C(CC[C@@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@]2(C)[C@@H]1C(C)(C)CCC2)C(O)=O)=C,lanostanoids 4,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out121.smi.png,454.736,454.736,45.438.108,8.2824,-6.654,2,1,358.09,72.998,37.3,-99.467,28.756,-13.652,28.802,none,none,none,none,,45.455,3.551,,1,33,2,0,2,6,6,4,0,83.871,27,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,3.797,72.058,496.26,635.67
122,eb^PB@@@D@T\bfbbTbRbJabQdrtfJda`RWPqusUUUUTmUUUUSUWFBHSBdcRFer@@,C[C@@](CC1)([C@](C)(CC2)[C@H]1[C@H](CCC=C(C)C)C(O)=O)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2OC(C)=O,lanostanoids 5,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out122.smi.png,498.745,498.745,49.837.091,7.6299,-6.338,4,1,386.3,12.731,63.6,-29.653,26.346,-71.626,28.96,none,none,high,none,,0.5,29.361,,1,36,4,0,4,7,7,4,0,8.125,28,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,37.952,70.906,514.23,654.45
123,ehRPL@@@DHlbfbbTbRbrTlRLfVddLBrFfn^ZjjjjiZjjjjjxpQBXTdLgRf`@,C[C@@](CC1)([C@H](C[C@@H]2O)[C@H](CCC=C(C)C)C(O)=O)[C@]2(C)C(CC2)=C1[C@]1(C)[C@@H]2C(C)(C)CCC1,lanostanoids 6,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out123.smi.png,456.708,456.708,456.360.345,7.1453,-5.928,3,2,352.64,11.127,57.53,-51.034,28.727,-2.352,24.873,none,none,high,none,,45.455,30.512,,1,33,3,0,3,7,5,4,0,83.333,27,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,4.503,7.188,486.69,615.1
124,efYPJ@@@FcgolbbdRebTJTfbfvbbbZbg@ae`TQWSUUUSUUUUSMUUUBDPQ^RIIPiCRE@@,CC(C)[C@H](C)CC[C@@H]([C@@H](C[C@@H]1OC(C)=O)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)C2=O)C(O)=O,acetyl-3-oxo-sulfurenic acid (64),https://lmwdatabase.s3.eu-north-1.amazonaws.com/out124.smi.png,528.771,528.771,528.381.475,7.1939,-6.414,5,1,402.84,15.445,80.67,-67.866,24.934,-97.321,28.09,none,none,none,none,,42.105,31.947,,1,38,5,0,5,8,8,4,0,84.848,30,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,36.401,70.488,537.08,692.41
125,ebQPF@@@OLekh\bbbTTbTTTTtbmltVtcGD`TQUPswsSUUUUUUUUUUUUiQFIpaEHeIDjiLmd|`@,CC(C)([C@@H](CC[C@@H]1[C@@H](C[C@@H]2O)[C@@](C)(C[C@H]3O)[C@]2(C)C(C(C2)=O)=C3[C@@](C)(CC3)[C@H]2C(C)(C)[C@@H]3O)[C@H]1O)O,Inonotusol A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out125.smi.png,504.705,504.705,50.434.509,3.397,-4.698,6,5,352.61,22.274,118.22,-1.285,26.306,3.5061,12.913,none,none,none,none,,41.667,18.795,,1,36,6,0,6,11,2,5,0,0.9,32,2,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,40.361,76.226,486.79,671.77
126,ebQPF@@@OLekh\bbbTTbTTTTtbmltVtcGD`TQUPswsSUUUUUUUUUUUUiQFIpaEHeIEJiLmd}@@,CC(C)([C@H](CC[C@@H]1[C@H](C[C@@H]2O)[C@@](C)(C[C@H]3O)[C@]2(C)C(C(C2)=O)=C3[C@@](C)(CC3)[C@H]2C(C)(C)[C@@H]3O)[C@H]1O)O,Inonotusol B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out126.smi.png,504.705,504.705,50.434.509,3.397,-4.698,6,5,352.61,22.274,118.22,-1.285,26.293,3.5026,12.92,none,none,none,none,,41.667,22.437,,1,36,6,0,6,11,2,5,0,0.9,32,2,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,39.506,74.911,496.58,674.47
127,el^PJ@@@NMhT\bdTLVtTbTQaRdtQTRDdlBrJzfn^jjjjjjijjjjjZtPUDDRbtUdZ`tfet^`@,CC(C)([C@@H](CC[C@@H]1[C@@H](CC2)[C@]3(C)[C@]2(C)C2=CC[C@@H]([C@](C)(CO)[C@H](C[C@@H]4O)O)[C@@]4(C)C2=CC3)[C@H]1O)O,Inonotusol C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out127.smi.png,488.706,488.706,488.350.175,3.7554,-4.71,5,5,350.36,18.695,101.15,-43.183,27.031,3.1408,13.893,none,none,none,none,,42.857,21.423,,1,35,5,0,5,11,3,5,0,86.667,31,1,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,33.447,72.623,503.18,656.68
128,el^PJ@@@NMhT\bdTLVtTbTQaRdtQTRDdlBrJzfn^jjjjjjijjjjjZtPeDDRdtUdZ`tfet^`@,CC(C)([C@H](CC[C@@H]1[C@H](CC2)[C@]3(C)[C@]2(C)C2=CC[C@@H]([C@](C)(CO)[C@H](C[C@@H]4O)O)[C@@]4(C)C2=CC3)[C@H]1O)O,Inonotusol D,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out128.smi.png,488.706,488.706,488.350.175,3.7554,-4.71,5,5,350.36,18.695,101.15,-43.183,27.017,3.1374,13.9,none,none,none,none,,42.857,24.911,,1,35,5,0,5,11,3,5,0,86.667,31,1,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,30.157,72.794,502.22,657.13
129,el^PJ@@@OIc`\bbbTTbTTTVdUMfbvdXxdBbrJzn^ZZjjjjjjjjjjjThcDxPbdTTJ`rVUt@@,CC(C)([C@H](CC[C@@H]1[C@H](CC2)[C@@](C)(C[C@H]3O)[C@]2(C)C(C(C2)=O)=C3[C@@](C)(CC3)[C@H]2C(C)(C)[C@@H]3O)[C@H]1O)O,Inonotusol E,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out129.smi.png,488.706,488.706,488.350.175,4.2491,-5.097,5,4,347.52,18.831,97.99,-1.285,27.004,2.6403,15.735,none,none,none,none,,42.857,22.667,,1,35,5,0,5,10,2,5,0,0.9,31,2,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,38.672,75.134,488.74,661.5
130,edVPL@@@DH\bbTRfbdRfb\JTfVdqCAgaUPtussUUSUUUMUUUUUBXPaTHQFSiSQy@@,C[C@@](CC1)([C@](C)(CC2)[C@H]1[C@@H](C[C@H](C(C)=C(C)C)O1)C1=O)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O,Inonotusol F,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out130.smi.png,468.719,468.719,468.360.345,7.0431,-6.134,3,1,352,10.267,46.53,-49.765,27.785,-15.704,25.349,none,none,high,none,,47.059,17.269,,1,34,3,0,3,8,2,5,0,83.871,28,2,5,4,1,3,5,0,2,4,0,1,1,0,0,0,0,0,0,0,0,this enantiomer,35.053,70.874,517.07,659.43
131,ehRPL@@@N@\bbbLtTtbTQaRdrtflBrJzFNnZZjjjjfjjjjjDX`ddVblcRFer@@,C[C@@H]([C@@H](CC(C(C)=C)=O)O)[C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O,Inonotusol G,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out131.smi.png,456.708,456.708,456.360.345,6.4135,-5.873,3,2,349.42,1.123,57.53,-18.184,28.613,46.923,22.415,none,none,high,low,,48.485,3.418,,1,33,3,0,3,8,5,4,0,83.333,27,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,38.358,73.033,484.59,625.79
132,ehRPL@@@KMlbbdTbdTRbrYdtQJTx|T\BRJZZjjjjjjjjijjdPVDHUDxRdBUTZP@,C[C@H](CCC=C(C)C)[C@@H](CC1)[C@@](C)(CC[C@]2([C@H](C3)O)[C@@](C)(CC4)[C@@H]3C(C)(C)[C@H]4O)[C@]1(C)C2=O,spiroinonotsuoxodiol,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out132.smi.png,458.724,458.724,458.375.995,6.8569,-6.023,3,2,351.13,11.175,57.53,-33.082,28.599,22.527,23.976,none,none,none,high,,48.485,24.136,,1,33,3,0,3,9,4,4,0,0.9,29,2,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,46.813,72.764,489.36,631.49
133,e`\PD@@@ElbbbTTbbbRt\ffIRcGD`SaRUUSUUUUUUUTuUBPJaLSbRPrYRi@@,C[C@H](CCC=C(C)C)[C@@H](CC1)[C@@](C)(C[C@@H]2O)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O,Inonotsudiol A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out133.smi.png,442.725,442.725,44.238.108,7.5695,-6.054,2,2,345.89,75.747,40.46,-41.331,29.479,-69.335,25.678,none,none,high,high,,0.5,28.136,,1,32,2,0,2,8,4,4,0,86.667,28,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,35.033,73.136,482.62,623.26
134,ehRPL@@@EmlbbbTTbbbRt\ffLjTXxdB\JRjZZjjjjjjjijjDhSDxddLfTjPr@@,C[C@H]([C@@H](CC=C(C)C)O)[C@@H](CC1)[C@@](C)(C2)[C@]1(C)C(CC[C@@H](C1(C)C)[C@]3(C)CC[C@@H]1O)=C3C2=O,Inonotsuoxodiol A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out134.smi.png,456.708,456.708,456.360.345,6.6914,-5.706,3,2,349.88,11.215,57.53,-23.547,28.572,1.815,23.419,none,none,high,none,,48.485,3.004,,1,33,3,0,3,8,4,4,0,83.333,27,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,36.208,72.413,486.29,621.17
135,ehZPL@@@N@\bdTLVtTbTQaRdrtfDdlBrJzFNnjjjjjjfjjjjjiDIQADhmEYFdMKd@@,CC(C)([C@H](CC[C@@H]1[C@@H](CC2)[C@@](C)(CC3)[C@]2(C)C(CC2)=C3[C@@](C)(CC3)[C@@H]2C(C)(C)[C@H]3O)[C@H]1O)O,inonotusane A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out135.smi.png,458.724,458.724,458.375.995,5.8096,-5.844,3,3,338.44,11.612,60.69,-22.679,28.559,1.0601,20.343,none,none,low,none,,45.455,18.832,,1,33,3,0,3,9,2,5,0,93.333,31,2,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,29.909,73.614,491.25,646.49
136,ehZPL@@@N@\bdTLVtTbTQaRdrtfDdlBrJzFNnjjjjjjfjjjjjiDEQADhmEYFdMKd@@,CC(C)([C@@H](CC[C@@H]1[C@@H](CC2)[C@@](C)(CC3)[C@]2(C)C(CC2)=C3[C@@](C)(CC3)[C@@H]2C(C)(C)[C@H]3O)[C@H]1O)O,Inonotusane B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out136.smi.png,458.724,458.724,458.375.995,5.8096,-5.844,3,3,338.44,11.612,60.69,-22.679,28.545,1.0569,20.352,none,none,low,none,,45.455,18.832,,1,33,3,0,3,9,2,5,0,93.333,31,2,5,5,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,28.589,73.518,494.04,650.72
137,ek`PD@@@ClbRTTtbTQaRdrtfdL|BrJFfYjjjjZjjjjk`aTKaRQIERYPHP,C[C@@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O)/C=C/C=O,Inonotusane C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out137.smi.png,398.628,398.628,39.831.848,5.7674,-5.497,2,1,310.09,84.298,37.3,-41.929,32.468,1.0959,17.764,low,high,low,low,,51.724,20.621,,1,29,2,0,2,7,3,4,0,81.481,23,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,41.964,75.957,430.32,555.53
138,fns@`@@IRYeeVVnVXJVoEZBHbjijhdLPd@,CC(C)c1cc(C(C[C@@H](C(C)(C)CCC2)[C@@]22C(C)=O)=O)c2cc1,Inonotusic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out138.smi.png,312.451,312.451,31.220.893,4.5659,-5.462,2,0,243.92,10.692,34.14,-42.891,40.919,2.2942,11.159,none,none,high,none,,43.478,28.118,,1,23,2,0,2,2,2,3,6,61.905,13,2,3,3,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,this enantiomer,43.319,75.707,351.62,408.3
139,ehZPL@@@A@\dTbbLLtbTQaRdrtfpxlBrJzFNnjjjjjjfjjjjjiDI`fEHmEYFdMKd@@,C[C@@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O)[C@@H](C1)OC(C)(C)[C@H]1O,inonotsuoxide A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out139.smi.png,458.724,458.724,458.375.995,5.9139,-5.95,3,2,340.59,10.629,49.69,-39.986,28.506,94.309,20.746,none,none,low,none,,45.455,21.418,,1,33,3,0,3,9,2,5,0,93.333,31,2,5,4,1,3,5,0,2,4,0,1,1,0,0,0,0,0,0,0,0,this enantiomer,3.709,72.896,495.32,644.97
140,ehZPL@@@A@\dTbbLLtbTQaRdrtfpxlBrJzFNnjjjjjjfjjjjjiDE`fEHmEYFdMKd@@,C[C@@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O)[C@H](C1)OC(C)(C)[C@H]1O,inonotsuoxide B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out140.smi.png,458.724,458.724,458.375.995,5.9139,-5.95,3,2,340.59,10.629,49.69,-39.986,28.493,93.997,20.756,none,none,low,none,,45.455,21.759,,1,33,3,0,3,9,2,5,0,93.333,31,2,5,4,1,3,5,0,2,4,0,1,1,0,0,0,0,0,0,0,0,this enantiomer,35.003,73.295,500.18,659.5
141,dklB@@QSrJYJIJF]ZX@b@cH,OC(/C=C/c(cc1)cc(O)c1O)=O,Caffeic acid - fenÃ³lico,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out141.smi.png,180.159,180.159,18.004.226,7.825,-1.407,4,3,136.56,38.327,77.76,1.675,72.296,6.0683,1.0824,high,high,high,none,,69.231,39.913,56.687,1,13,4,0,4,0,2,1,6,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,"7,97E-02",79.288,183.66,165.19
142,e`RPD@@@KlbbdRebTLRdJttTrg@aedRSWTquUUUUUUUUUMURdBH`bTUd|bRjWTFP@,CC(C)([C@H](CC1)[C@](C)(CC2)[C@@H](CC3)[C@]1(C)[C@@]1(C)[C@H]3[C@@H]([C@@H](CC3)C(C)=C)[C@@]3(CO)CC1)[C@H]2O,betulin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out142.smi.png,442.725,442.725,44.238.108,6.7202,-6.296,2,2,333.42,7.858,40.46,-23.933,29.357,12.751,22.891,none,none,none,none,,40.625,21.948,,1,32,2,0,2,10,2,5,0,93.333,30,1,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,39.927,75.505,472.28,633.04
143,ehZPL@@@D@\bfdTRTQbTTcVdrtfDTdtBrzFNnZjjjjfjjjjjjeLDQNDIMHyLdtai\`@,CC(C)([C@H](CC1)[C@](C)(CC2)[C@@H](CC3)[C@]1(C)[C@](C)(CC1)[C@H]3[C@@H]([C@@H](CC3)C(C)=C)[C@@]13C(O)=O)[C@H]2O,betulinic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out143.smi.png,456.708,456.708,456.360.345,6.3706,-6.278,3,2,337.41,1.163,57.53,-21.49,28.455,47.406,22.389,none,none,none,none,,39.394,23.383,,1,33,3,0,3,10,2,5,0,0.9,29,1,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,38.495,75.177,475.5,635.36
144,edZPB@@@DHh\bfbbTbRbLTlRLfVdta`VPtussUUUUTsMUUUUUq`bDpiItih|`@,C[C@@](CC1)([C@](C)(CC2)[C@H]1[C@H](CCC(C(C)=C)=O)C(O)=O)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@H]2O,chagabusone A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out144.smi.png,470.691,470.691,47.033.961,6.159,-5.747,4,2,356.17,14.678,74.6,-19.786,27.606,68.264,22.311,none,none,high,low,,47.059,33.228,,1,34,4,0,4,7,6,4,0,0.8,26,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,39.261,72.286,485.2,617.45
145,fle@P@@H\gHihiEEEmIYFmyjjjjjjfXQERLTez@@,C[C@H]([C@H](C[C@@H](C1(C)C)[C@]2(C)CC[C@H]1O)O)[C@@H]2C(O)=O,Fomeffic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out145.smi.png,270.367,270.367,27.018.311,1.4718,-2.607,4,3,196.94,26.577,77.76,-40.662,49.378,5.3668,2.9807,none,none,none,none,,42.105,27.484,,1,19,4,0,4,6,1,2,0,93.333,17,1,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,54.126,82.448,294.11,354.97
146,eoRpE@@@DNIFmaU[W\bbTTVVTRtRbbT\RTfRLfJfTHhl|brzfn~IiZjjjjjjijjjjjiijjkLDPjIhkExhhdbiMCe}JX@@,CCO[C@](C[C@H]([C@@]12[C@H](C3)[C@H](C)C[C@]([C@H]([C@@H]4C)O)(OC4=O)OCC2)O)([C@@H](CC2)[C@]1(C)C3=C)[C@@](C)(CC1)[C@@H]2C(C)(C)[C@@H]1OC(CC(O)=O)=O,lactone fomefficinin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out146.smi.png,660.842,660.842,66.038.735,4.3473,-5.899,10,3,467.19,25.347,148.82,-15.929,19.953,2.4883,21.788,none,none,none,none,,42.553,23.739,,1,47,10,0,10,13,6,6,0,86.486,39,1,5,4,1,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,1,this enantiomer,38.813,69.038,628.9,850.39
147,fde@b@EAADILk\lzmNJmzL@QLDBD@@@,O=C1Oc(ccc(Cl)c2)c2C(c2ccccc2)=C1,chlorinated coumarins 1,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out147.smi.png,256.687,256.687,256.029.107,3.6015,-4.311,2,0,187.4,12.295,26.3,-26.197,52.076,3.2312,6.9159,none,none,high,none,,0.5,28.315,76.387,1,18,3,0,3,0,1,3,12,0,1,2,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,,20.229,74.455,260.69,254.21
148,fns@R@E^CDDQdTRTtRbfTRJuNJufl@PuPKADP@@,CCOC(C1=C(c2ccccc2)c(cc(cc2)Cl)c2OC1=O)=O,chlorinated coumarins 2,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out148.smi.png,328.75,328.75,328.050.237,3.5996,-4.338,4,0,239.38,1.925,52.6,-15.668,40.737,3.2301,8.8361,none,none,high,none,twice activated DB,43.478,32.985,82.844,1,23,5,0,5,0,4,3,12,11.111,4,2,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,,29.083,71.473,321.93,328.01
149,fduA`@@HLdrtu{WtDKU`n|uUUUUUUSBIAKRl`@,C[C@@H](C[C@H](C[C@@]1(C)C2)[C@@]22O)C3(CC3)[C@@]2(C)OC1=O,phellinuin J,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out149.smi.png,250.337,250.337,250.156.895,1.593,-2.962,3,1,165.82,21.795,46.53,44.575,52.031,5.2338,3.0616,none,none,none,high,,38.889,19.265,,1,18,3,0,3,5,0,4,0,93.333,16,1,5,3,2,5,5,0,3,3,0,2,2,0,0,0,0,0,0,0,0,this enantiomer,56.841,815,282.48,328.39
150,fhy@`@@HR[i]Y[xKUg^ZjijjjlXPeY@@,C[C@H]1C2(CC2)C(C)=C(C[C@](C)(C2)C(O)=O)[C@@H]2C1,sulphureuine A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out150.smi.png,234.338,234.338,23.416.198,2.8765,-3.081,2,1,171.42,15.249,37.3,-6.275,55.068,3.9474,5.2235,none,none,none,none,,47.059,2.844,76.182,1,17,2,0,2,3,1,3,0,0.8,13,1,3,3,0,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,48.992,76.636,293.95,317.85
151,fac@`@@\rJJIQHzKIQYJLE@QEMTuSPABkt@,CC(C)=CCC/C(/C)=C/CC/C(/C)=C/Cc(c(O)cc(C)c1)c1O,Grifolin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out151.smi.png,328.494,328.494,32.824.023,7.6782,-4.259,2,2,290.19,90.286,40.46,-33.766,3.899,-85.718,19.693,none,none,none,none,,70.833,60.227,61.292,1,24,2,0,2,0,8,1,6,45.455,12,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,34.908,6.525,407.57,407.67
152,fac@`@@JrJJIQHzKIQYJLy@PUMTuSPABkt@,CC(C)=CCC/C(/C)=C/CC/C(/C)=C/Cc(c(C)cc(O)c1)c1O,Neogrifolin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out152.smi.png,328.494,328.494,32.824.023,7.6782,-4.259,2,2,290.19,90.286,40.46,-33.766,38.974,-86.004,19.701,none,none,none,none,,70.833,60.227,65.353,1,24,2,0,2,0,8,1,6,45.455,12,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,36.474,68.063,380.64,391.85
153,fas@`@@FrQQRJKZYUQYJTdjuATQQSUMIADaz@,C[C@@](CC/C=C(\C)/CCC=C(C)C)(C=C1)Oc2c1c(O)cc(C)c2,Confluentin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out153.smi.png,326.478,326.478,32.622.458,7.0281,-4.875,2,1,278.78,82.861,29.46,-11.544,38.957,-21.279,18.04,none,none,high,none,,625,54.569,,1,24,2,0,2,1,6,2,6,45.455,12,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,this enantiomer,29.782,66.869,397.75,407.4
